evidence_id,family,indicator,observation_type,value,collected_utc,collection_mechanism,originating_service,original_query,raw_response_ref,sha256,provenance,confidence,relationship_type,first_seen,last_seen,asn,notes
POL-PO-0002,PollCat,lifespotify.com,rdap,http_status=200,2026-09-19T18:53:17Z,HTTP GET rdap.org/domain/{domain},rdap.org,lifespotify.com,evidence/passive-observations/rdap/pollcat/,OBSERVED_PASSIVE,Moderate,OBSERVED_PASSIVE,,,,RDAP only.,
POL-PO-0003,PollCat,sahi-finance.com,rdap,http_status=200,2026-09-19T18:53:17Z,HTTP GET rdap.org/domain/{domain},rdap.org,sahi-finance.com,evidence/passive-observations/rdap/pollcat/,OBSERVED_PASSIVE,Moderate,OBSERVED_PASSIVE,,,,CT fetch failed intermittently.,
POL-PO-0004,PollCat,gamebarapp.azurewebsites.net,ct,cert_count=0,2026-09-19T18:53:17Z,HTTP GET crt.sh output=json,crt.sh,gamebarapp.azurewebsites.net,evidence/passive-observations/certificate-transparency/pollcat/,OBSERVED_PASSIVE,Moderate,OBSERVED_PASSIVE,,,,Azure FQDN CT empty.,
POL-PO-0005,PollCat,requireObjects.js github code search,github_code_search,result_count=0,2026-09-19T18:53:18Z,HTTP GET github.com/search type=code,GitHub,requireObjects.js,evidence/passive-observations/github/pollcat/gh_requireObjects_2026-09-19T185318Z.html,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,Logged-out code search; negative.,
NRB-PO-0035,NodeRabbit,msmanagementgrp.com,ct,cert_count=49,2026-09-19T19:00:00Z,HTTP GET crt.sh output=json,crt.sh,msmanagementgrp.com,evidence/passive-observations/certificate-transparency/noderabbit/,OBSERVED_PASSIVE,High,OBSERVED_PASSIVE,,,,Retry after prior 502; CT chronology deepened.,
NRB-PO-0036,NodeRabbit,shepherd-persist github code search,github_code_search,result_count=0,2026-09-19T18:53:18Z,HTTP GET github.com/search type=code,GitHub,shepherd-persist,evidence/passive-observations/github/noderabbit/gh_shepherd-persist_2026-09-19T185318Z.html,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,Logged-out negative.,
NRB-PO-0037,NodeRabbit,Front-Technical MD5 sample metadata,sample_metadata,mb_api=401;opentip_no_sha256,2026-09-19T18:56:18Z,MalwareBazaar API + OpenTIP HTML,abuse.ch;Kaspersky OpenTIP,1ea83e4e4592b01e4acab63eb867bee5,evidence/passive-observations/sample-metadata/noderabbit/,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,MD5â†’SHA-256 unresolved.,
SHO-PO-0001,Showboat,singtelcom.site,ct,cert_count=28,2026-09-19T19:00:00Z,HTTP GET crt.sh output=json,crt.sh,singtelcom.site,evidence/passive-observations/certificate-transparency/showboat/,OBSERVED_PASSIVE,High,OBSERVED_PASSIVE,,,,CT only.,
SHO-PO-0002,Showboat,kaztelecom.shop,ct,cert_count=22,2026-09-19T19:00:00Z,HTTP GET crt.sh output=json,crt.sh,kaztelecom.shop,evidence/passive-observations/certificate-transparency/showboat/,OBSERVED_PASSIVE,High,OBSERVED_PASSIVE,,,,CT only.,
SHO-PO-0003,Showboat,telecom.webredirect.org,ct,cert_count=0,2026-09-19T19:00:00Z,HTTP GET crt.sh output=json,crt.sh,telecom.webredirect.org,evidence/passive-observations/certificate-transparency/showboat/,OBSERVED_PASSIVE,Moderate,OBSERVED_PASSIVE,,,,No CT certs observed for query.,
RAP-PO-0015,Rapuncel,ryanpresbrey.cc,dns,"A=207.207.210.36,207.207.210.23,207.207.210.50; AAAA=none",2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,ryanpresbrey.cc,evidence/passive-observations/dns/rapuncel/dns_resolve_ryanpresbrey.cc_2026-09-19T190009Z.json,d4c64fb1230e5833246f079fec9a4cf0eec8c2c18996cd2812fa2094c73a9d66,OBSERVED_PASSIVE,High,OBSERVED_PASSIVE,,,,Passive DNS A/AAAA only. Resolving != malicious / C2 active. CDN edges demoted; author identity NOT ESTABLISHED.
RAP-PO-0016,Rapuncel,ryanpresbrey.cc,dns_a,207.207.210.36,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,ryanpresbrey.cc,evidence/passive-observations/dns/rapuncel/dns_resolve_ryanpresbrey.cc_2026-09-19T190009Z.json,d4c64fb1230e5833246f079fec9a4cf0eec8c2c18996cd2812fa2094c73a9d66,OBSERVED_PASSIVE,High,INFRASTRUCTURE_OVERLAP,,,,A/AAAA mapping; class=non_cdn_candidate. Not actor-owned by default.
RAP-PO-0017,Rapuncel,ryanpresbrey.cc,dns_a,207.207.210.23,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,ryanpresbrey.cc,evidence/passive-observations/dns/rapuncel/dns_resolve_ryanpresbrey.cc_2026-09-19T190009Z.json,d4c64fb1230e5833246f079fec9a4cf0eec8c2c18996cd2812fa2094c73a9d66,OBSERVED_PASSIVE,High,INFRASTRUCTURE_OVERLAP,,,,A/AAAA mapping; class=non_cdn_candidate. Not actor-owned by default.
RAP-PO-0018,Rapuncel,ryanpresbrey.cc,dns_a,207.207.210.50,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,ryanpresbrey.cc,evidence/passive-observations/dns/rapuncel/dns_resolve_ryanpresbrey.cc_2026-09-19T190009Z.json,d4c64fb1230e5833246f079fec9a4cf0eec8c2c18996cd2812fa2094c73a9d66,OBSERVED_PASSIVE,High,INFRASTRUCTURE_OVERLAP,,,,A/AAAA mapping; class=non_cdn_candidate. Not actor-owned by default.
NRB-PO-0035,NodeRabbit,visitfinancedentists.com,dns,"A=172.67.184.91,104.21.19.3; AAAA=2606:4700:3037::ac43:b85b,2606:4700:3033::6815:1303",2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,visitfinancedentists.com,evidence/passive-observations/dns/noderabbit/dns_resolve_visitfinancedentists.com_2026-09-19T190009Z.json,ded281a703826ed3fc0cb0d4d06b657a2c926180a04f797e1f80cf6b3b850783,OBSERVED_PASSIVE,High,OBSERVED_PASSIVE,,,,Passive DNS A/AAAA only. Resolving != malicious / C2 active. CDN edges demoted; author identity NOT ESTABLISHED.
NRB-PO-0036,NodeRabbit,visitfinancedentists.com,dns_a,172.67.184.91,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,visitfinancedentists.com,evidence/passive-observations/dns/noderabbit/dns_resolve_visitfinancedentists.com_2026-09-19T190009Z.json,ded281a703826ed3fc0cb0d4d06b657a2c926180a04f797e1f80cf6b3b850783,OBSERVED_PASSIVE,Moderate,ASSOCIATION_ONLY,,,,A/AAAA mapping; class=cdn_edge_cloudflare. Not actor-owned by default.
NRB-PO-0037,NodeRabbit,visitfinancedentists.com,dns_a,104.21.19.3,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,visitfinancedentists.com,evidence/passive-observations/dns/noderabbit/dns_resolve_visitfinancedentists.com_2026-09-19T190009Z.json,ded281a703826ed3fc0cb0d4d06b657a2c926180a04f797e1f80cf6b3b850783,OBSERVED_PASSIVE,Moderate,ASSOCIATION_ONLY,,,,A/AAAA mapping; class=cdn_edge_cloudflare. Not actor-owned by default.
NRB-PO-0038,NodeRabbit,visitfinancedentists.com,dns_a,2606:4700:3037::ac43:b85b,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,visitfinancedentists.com,evidence/passive-observations/dns/noderabbit/dns_resolve_visitfinancedentists.com_2026-09-19T190009Z.json,ded281a703826ed3fc0cb0d4d06b657a2c926180a04f797e1f80cf6b3b850783,OBSERVED_PASSIVE,High,INFRASTRUCTURE_OVERLAP,,,,A/AAAA mapping; class=unknown. Not actor-owned by default.
NRB-PO-0039,NodeRabbit,visitfinancedentists.com,dns_a,2606:4700:3033::6815:1303,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,visitfinancedentists.com,evidence/passive-observations/dns/noderabbit/dns_resolve_visitfinancedentists.com_2026-09-19T190009Z.json,ded281a703826ed3fc0cb0d4d06b657a2c926180a04f797e1f80cf6b3b850783,OBSERVED_PASSIVE,High,INFRASTRUCTURE_OVERLAP,,,,A/AAAA mapping; class=unknown. Not actor-owned by default.
NRB-PO-0040,NodeRabbit,healthcomfsdpower.com,dns,nxdomain_or_error=[Errno 11001] getaddrinfo failed,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,healthcomfsdpower.com,evidence/passive-observations/dns/noderabbit/dns_resolve_healthcomfsdpower.com_2026-09-19T190009Z.json,1c6e1d84bb829836dc704f0e13c385e36a3155cc2b5b5c13ec44cff438ba96df,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,Passive DNS A/AAAA only. Resolving != malicious / C2 active. CDN edges demoted; author identity NOT ESTABLISHED.
NRB-PO-0041,NodeRabbit,msmanagementgrp.com,dns,"A=172.67.178.197,104.21.56.59; AAAA=2606:4700:3033::ac43:b2c5,2606:4700:3032::6815:383b",2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,msmanagementgrp.com,evidence/passive-observations/dns/noderabbit/dns_resolve_msmanagementgrp.com_2026-09-19T190009Z.json,c12eab45d53009c4e5d6a56e39caae5567770b6a4b4511a50244ed2fb88ac593,OBSERVED_PASSIVE,High,OBSERVED_PASSIVE,,,,Passive DNS A/AAAA only. Resolving != malicious / C2 active. CDN edges demoted; author identity NOT ESTABLISHED.
NRB-PO-0042,NodeRabbit,msmanagementgrp.com,dns_a,172.67.178.197,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,msmanagementgrp.com,evidence/passive-observations/dns/noderabbit/dns_resolve_msmanagementgrp.com_2026-09-19T190009Z.json,c12eab45d53009c4e5d6a56e39caae5567770b6a4b4511a50244ed2fb88ac593,OBSERVED_PASSIVE,Moderate,ASSOCIATION_ONLY,,,,A/AAAA mapping; class=cdn_edge_cloudflare. Not actor-owned by default.
NRB-PO-0043,NodeRabbit,msmanagementgrp.com,dns_a,104.21.56.59,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,msmanagementgrp.com,evidence/passive-observations/dns/noderabbit/dns_resolve_msmanagementgrp.com_2026-09-19T190009Z.json,c12eab45d53009c4e5d6a56e39caae5567770b6a4b4511a50244ed2fb88ac593,OBSERVED_PASSIVE,Moderate,ASSOCIATION_ONLY,,,,A/AAAA mapping; class=cdn_edge_cloudflare. Not actor-owned by default.
NRB-PO-0044,NodeRabbit,msmanagementgrp.com,dns_a,2606:4700:3033::ac43:b2c5,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,msmanagementgrp.com,evidence/passive-observations/dns/noderabbit/dns_resolve_msmanagementgrp.com_2026-09-19T190009Z.json,c12eab45d53009c4e5d6a56e39caae5567770b6a4b4511a50244ed2fb88ac593,OBSERVED_PASSIVE,High,INFRASTRUCTURE_OVERLAP,,,,A/AAAA mapping; class=unknown. Not actor-owned by default.
NRB-PO-0045,NodeRabbit,msmanagementgrp.com,dns_a,2606:4700:3032::6815:383b,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,msmanagementgrp.com,evidence/passive-observations/dns/noderabbit/dns_resolve_msmanagementgrp.com_2026-09-19T190009Z.json,c12eab45d53009c4e5d6a56e39caae5567770b6a4b4511a50244ed2fb88ac593,OBSERVED_PASSIVE,High,INFRASTRUCTURE_OVERLAP,,,,A/AAAA mapping; class=unknown. Not actor-owned by default.
NRB-PO-0046,NodeRabbit,msmanagementgrpmedia.com,dns,nxdomain_or_error=[Errno 11001] getaddrinfo failed,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,msmanagementgrpmedia.com,evidence/passive-observations/dns/noderabbit/dns_resolve_msmanagementgrpmedia.com_2026-09-19T190009Z.json,ffc4b21dc221bd6983448a56e622ffabff31cfe817e7dce0acb1450fb3f91bc2,OBSERVED_PASSIVE,Low,OBSERVED_PASSIVE,,,,Passive DNS A/AAAA only. Resolving != malicious / C2 active. CDN edges demoted; author identity NOT ESTABLISHED.
NRB-PO-0047,NodeRabbit,healthfullyrecipes.com,dns,"A=172.67.172.150,104.21.63.231; AAAA=2606:4700:3032::6815:3fe7,2606:4700:3033::ac43:ac96",2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,healthfullyrecipes.com,evidence/passive-observations/dns/noderabbit/dns_resolve_healthfullyrecipes.com_2026-09-19T190009Z.json,2050059f4bb3895d79286c4aee5e12d7734f38c385bd1ab462bdd3e350fdcd0d,OBSERVED_PASSIVE,High,OBSERVED_PASSIVE,,,,Passive DNS A/AAAA only. Resolving != malicious / C2 active. CDN edges demoted; author identity NOT ESTABLISHED.
NRB-PO-0048,NodeRabbit,healthfullyrecipes.com,dns_a,172.67.172.150,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,healthfullyrecipes.com,evidence/passive-observations/dns/noderabbit/dns_resolve_healthfullyrecipes.com_2026-09-19T190009Z.json,2050059f4bb3895d79286c4aee5e12d7734f38c385bd1ab462bdd3e350fdcd0d,OBSERVED_PASSIVE,Moderate,ASSOCIATION_ONLY,,,,A/AAAA mapping; class=cdn_edge_cloudflare. Not actor-owned by default.
NRB-PO-0049,NodeRabbit,healthfullyrecipes.com,dns_a,104.21.63.231,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,healthfullyrecipes.com,evidence/passive-observations/dns/noderabbit/dns_resolve_healthfullyrecipes.com_2026-09-19T190009Z.json,2050059f4bb3895d79286c4aee5e12d7734f38c385bd1ab462bdd3e350fdcd0d,OBSERVED_PASSIVE,Moderate,ASSOCIATION_ONLY,,,,A/AAAA mapping; class=cdn_edge_cloudflare. Not actor-owned by default.
NRB-PO-0050,NodeRabbit,healthfullyrecipes.com,dns_a,2606:4700:3032::6815:3fe7,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,healthfullyrecipes.com,evidence/passive-observations/dns/noderabbit/dns_resolve_healthfullyrecipes.com_2026-09-19T190009Z.json,2050059f4bb3895d79286c4aee5e12d7734f38c385bd1ab462bdd3e350fdcd0d,OBSERVED_PASSIVE,High,INFRASTRUCTURE_OVERLAP,,,,A/AAAA mapping; class=unknown. Not actor-owned by default.
NRB-PO-0051,NodeRabbit,healthfullyrecipes.com,dns_a,2606:4700:3033::ac43:ac96,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,healthfullyrecipes.com,evidence/passive-observations/dns/noderabbit/dns_resolve_healthfullyrecipes.com_2026-09-19T190009Z.json,2050059f4bb3895d79286c4aee5e12d7734f38c385bd1ab462bdd3e350fdcd0d,OBSERVED_PASSIVE,High,INFRASTRUCTURE_OVERLAP,,,,A/AAAA mapping; class=unknown. Not actor-owned by default.
NRB-PO-0052,NodeRabbit,lifespotify.com,dns,"A=172.67.185.21,104.21.64.123; AAAA=2606:4700:3035::6815:407b,2606:4700:3030::ac43:b915",2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,lifespotify.com,evidence/passive-observations/dns/noderabbit/dns_resolve_lifespotify.com_2026-09-19T190009Z.json,3cbe5b9ddcd8c45a6042ab3c29c0a07c591c3ebd00539433c7ca594e2d54c1d6,OBSERVED_PASSIVE,High,OBSERVED_PASSIVE,,,,Passive DNS A/AAAA only. Resolving != malicious / C2 active. CDN edges demoted; author identity NOT ESTABLISHED.
NRB-PO-0053,NodeRabbit,lifespotify.com,dns_a,172.67.185.21,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,lifespotify.com,evidence/passive-observations/dns/noderabbit/dns_resolve_lifespotify.com_2026-09-19T190009Z.json,3cbe5b9ddcd8c45a6042ab3c29c0a07c591c3ebd00539433c7ca594e2d54c1d6,OBSERVED_PASSIVE,Moderate,ASSOCIATION_ONLY,,,,A/AAAA mapping; class=cdn_edge_cloudflare. Not actor-owned by default.
NRB-PO-0054,NodeRabbit,lifespotify.com,dns_a,104.21.64.123,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,lifespotify.com,evidence/passive-observations/dns/noderabbit/dns_resolve_lifespotify.com_2026-09-19T190009Z.json,3cbe5b9ddcd8c45a6042ab3c29c0a07c591c3ebd00539433c7ca594e2d54c1d6,OBSERVED_PASSIVE,Moderate,ASSOCIATION_ONLY,,,,A/AAAA mapping; class=cdn_edge_cloudflare. Not actor-owned by default.
NRB-PO-0055,NodeRabbit,lifespotify.com,dns_a,2606:4700:3035::6815:407b,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,lifespotify.com,evidence/passive-observations/dns/noderabbit/dns_resolve_lifespotify.com_2026-09-19T190009Z.json,3cbe5b9ddcd8c45a6042ab3c29c0a07c591c3ebd00539433c7ca594e2d54c1d6,OBSERVED_PASSIVE,High,INFRASTRUCTURE_OVERLAP,,,,A/AAAA mapping; class=unknown. Not actor-owned by default.
NRB-PO-0056,NodeRabbit,lifespotify.com,dns_a,2606:4700:3030::ac43:b915,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,lifespotify.com,evidence/passive-observations/dns/noderabbit/dns_resolve_lifespotify.com_2026-09-19T190009Z.json,3cbe5b9ddcd8c45a6042ab3c29c0a07c591c3ebd00539433c7ca594e2d54c1d6,OBSERVED_PASSIVE,High,INFRASTRUCTURE_OVERLAP,,,,A/AAAA mapping; class=unknown. Not actor-owned by default.
NRB-PO-0057,NodeRabbit,sahi-finance.com,dns,"A=172.67.189.254,104.21.81.147; AAAA=2606:4700:3031::6815:5193,2606:4700:3037::ac43:bdfe",2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,sahi-finance.com,evidence/passive-observations/dns/noderabbit/dns_resolve_sahi-finance.com_2026-09-19T190009Z.json,906befd3e09b2a182ae136e0e5f46a08f102c6593d44fca9091365b2068b9198,OBSERVED_PASSIVE,High,OBSERVED_PASSIVE,,,,Passive DNS A/AAAA only. Resolving != malicious / C2 active. CDN edges demoted; author identity NOT ESTABLISHED.
NRB-PO-0058,NodeRabbit,sahi-finance.com,dns_a,172.67.189.254,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,sahi-finance.com,evidence/passive-observations/dns/noderabbit/dns_resolve_sahi-finance.com_2026-09-19T190009Z.json,906befd3e09b2a182ae136e0e5f46a08f102c6593d44fca9091365b2068b9198,OBSERVED_PASSIVE,Moderate,ASSOCIATION_ONLY,,,,A/AAAA mapping; class=cdn_edge_cloudflare. Not actor-owned by default.
NRB-PO-0059,NodeRabbit,sahi-finance.com,dns_a,104.21.81.147,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,sahi-finance.com,evidence/passive-observations/dns/noderabbit/dns_resolve_sahi-finance.com_2026-09-19T190009Z.json,906befd3e09b2a182ae136e0e5f46a08f102c6593d44fca9091365b2068b9198,OBSERVED_PASSIVE,Moderate,ASSOCIATION_ONLY,,,,A/AAAA mapping; class=cdn_edge_cloudflare. Not actor-owned by default.
NRB-PO-0060,NodeRabbit,sahi-finance.com,dns_a,2606:4700:3031::6815:5193,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,sahi-finance.com,evidence/passive-observations/dns/noderabbit/dns_resolve_sahi-finance.com_2026-09-19T190009Z.json,906befd3e09b2a182ae136e0e5f46a08f102c6593d44fca9091365b2068b9198,OBSERVED_PASSIVE,High,INFRASTRUCTURE_OVERLAP,,,,A/AAAA mapping; class=unknown. Not actor-owned by default.
NRB-PO-0061,NodeRabbit,sahi-finance.com,dns_a,2606:4700:3037::ac43:bdfe,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,sahi-finance.com,evidence/passive-observations/dns/noderabbit/dns_resolve_sahi-finance.com_2026-09-19T190009Z.json,906befd3e09b2a182ae136e0e5f46a08f102c6593d44fca9091365b2068b9198,OBSERVED_PASSIVE,High,INFRASTRUCTURE_OVERLAP,,,,A/AAAA mapping; class=unknown. Not actor-owned by default.
NRB-PO-0062,NodeRabbit,healthful-hub.com,dns,"A=104.21.39.190,172.67.148.86; AAAA=2606:4700:3031::6815:27be,2606:4700:3030::ac43:9456",2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,healthful-hub.com,evidence/passive-observations/dns/noderabbit/dns_resolve_healthful-hub.com_2026-09-19T190009Z.json,da7b6fb104869d8314404b373ca62ec76b3c649c3b5031f60f6351f30da9e0f1,OBSERVED_PASSIVE,High,OBSERVED_PASSIVE,,,,Passive DNS A/AAAA only. Resolving != malicious / C2 active. CDN edges demoted; author identity NOT ESTABLISHED.
NRB-PO-0063,NodeRabbit,healthful-hub.com,dns_a,104.21.39.190,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,healthful-hub.com,evidence/passive-observations/dns/noderabbit/dns_resolve_healthful-hub.com_2026-09-19T190009Z.json,da7b6fb104869d8314404b373ca62ec76b3c649c3b5031f60f6351f30da9e0f1,OBSERVED_PASSIVE,Moderate,ASSOCIATION_ONLY,,,,A/AAAA mapping; class=cdn_edge_cloudflare. Not actor-owned by default.
NRB-PO-0064,NodeRabbit,healthful-hub.com,dns_a,172.67.148.86,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,healthful-hub.com,evidence/passive-observations/dns/noderabbit/dns_resolve_healthful-hub.com_2026-09-19T190009Z.json,da7b6fb104869d8314404b373ca62ec76b3c649c3b5031f60f6351f30da9e0f1,OBSERVED_PASSIVE,Moderate,ASSOCIATION_ONLY,,,,A/AAAA mapping; class=cdn_edge_cloudflare. Not actor-owned by default.
NRB-PO-0065,NodeRabbit,healthful-hub.com,dns_a,2606:4700:3031::6815:27be,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,healthful-hub.com,evidence/passive-observations/dns/noderabbit/dns_resolve_healthful-hub.com_2026-09-19T190009Z.json,da7b6fb104869d8314404b373ca62ec76b3c649c3b5031f60f6351f30da9e0f1,OBSERVED_PASSIVE,High,INFRASTRUCTURE_OVERLAP,,,,A/AAAA mapping; class=unknown. Not actor-owned by default.
NRB-PO-0066,NodeRabbit,healthful-hub.com,dns_a,2606:4700:3030::ac43:9456,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,healthful-hub.com,evidence/passive-observations/dns/noderabbit/dns_resolve_healthful-hub.com_2026-09-19T190009Z.json,da7b6fb104869d8314404b373ca62ec76b3c649c3b5031f60f6351f30da9e0f1,OBSERVED_PASSIVE,High,INFRASTRUCTURE_OVERLAP,,,,A/AAAA mapping; class=unknown. Not actor-owned by default.
NRB-PO-0067,NodeRabbit,neumedicahealthcare.com,dns,"A=172.67.216.4,104.21.78.43; AAAA=2606:4700:3035::6815:4e2b,2606:4700:3030::ac43:d804",2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,neumedicahealthcare.com,evidence/passive-observations/dns/noderabbit/dns_resolve_neumedicahealthcare.com_2026-09-19T190009Z.json,74888a723d700af5e00e20f0dfbddfbae302a7a182245ca816089a30cb91ccb4,OBSERVED_PASSIVE,High,OBSERVED_PASSIVE,,,,Passive DNS A/AAAA only. Resolving != malicious / C2 active. CDN edges demoted; author identity NOT ESTABLISHED.
NRB-PO-0068,NodeRabbit,neumedicahealthcare.com,dns_a,172.67.216.4,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,neumedicahealthcare.com,evidence/passive-observations/dns/noderabbit/dns_resolve_neumedicahealthcare.com_2026-09-19T190009Z.json,74888a723d700af5e00e20f0dfbddfbae302a7a182245ca816089a30cb91ccb4,OBSERVED_PASSIVE,Moderate,ASSOCIATION_ONLY,,,,A/AAAA mapping; class=cdn_edge_cloudflare. Not actor-owned by default.
NRB-PO-0069,NodeRabbit,neumedicahealthcare.com,dns_a,104.21.78.43,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,neumedicahealthcare.com,evidence/passive-observations/dns/noderabbit/dns_resolve_neumedicahealthcare.com_2026-09-19T190009Z.json,74888a723d700af5e00e20f0dfbddfbae302a7a182245ca816089a30cb91ccb4,OBSERVED_PASSIVE,Moderate,ASSOCIATION_ONLY,,,,A/AAAA mapping; class=cdn_edge_cloudflare. Not actor-owned by default.
NRB-PO-0070,NodeRabbit,neumedicahealthcare.com,dns_a,2606:4700:3035::6815:4e2b,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,neumedicahealthcare.com,evidence/passive-observations/dns/noderabbit/dns_resolve_neumedicahealthcare.com_2026-09-19T190009Z.json,74888a723d700af5e00e20f0dfbddfbae302a7a182245ca816089a30cb91ccb4,OBSERVED_PASSIVE,High,INFRASTRUCTURE_OVERLAP,,,,A/AAAA mapping; class=unknown. Not actor-owned by default.
NRB-PO-0071,NodeRabbit,neumedicahealthcare.com,dns_a,2606:4700:3030::ac43:d804,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,neumedicahealthcare.com,evidence/passive-observations/dns/noderabbit/dns_resolve_neumedicahealthcare.com_2026-09-19T190009Z.json,74888a723d700af5e00e20f0dfbddfbae302a7a182245ca816089a30cb91ccb4,OBSERVED_PASSIVE,High,INFRASTRUCTURE_OVERLAP,,,,A/AAAA mapping; class=unknown. Not actor-owned by default.
NRB-PO-0072,NodeRabbit,optimumhealthcredit.com,dns,"A=104.21.4.240,172.67.187.58; AAAA=2606:4700:3030::6815:4f0,2606:4700:3030::ac43:bb3a",2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,optimumhealthcredit.com,evidence/passive-observations/dns/noderabbit/dns_resolve_optimumhealthcredit.com_2026-09-19T190009Z.json,b4e6cb4236a24a535d83962c8b153796f637c1a340db7d7af582ded82f0ece0c,OBSERVED_PASSIVE,High,OBSERVED_PASSIVE,,,,Passive DNS A/AAAA only. Resolving != malicious / C2 active. CDN edges demoted; author identity NOT ESTABLISHED.
NRB-PO-0073,NodeRabbit,optimumhealthcredit.com,dns_a,104.21.4.240,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,optimumhealthcredit.com,evidence/passive-observations/dns/noderabbit/dns_resolve_optimumhealthcredit.com_2026-09-19T190009Z.json,b4e6cb4236a24a535d83962c8b153796f637c1a340db7d7af582ded82f0ece0c,OBSERVED_PASSIVE,Moderate,ASSOCIATION_ONLY,,,,A/AAAA mapping; class=cdn_edge_cloudflare. Not actor-owned by default.
NRB-PO-0074,NodeRabbit,optimumhealthcredit.com,dns_a,172.67.187.58,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,optimumhealthcredit.com,evidence/passive-observations/dns/noderabbit/dns_resolve_optimumhealthcredit.com_2026-09-19T190009Z.json,b4e6cb4236a24a535d83962c8b153796f637c1a340db7d7af582ded82f0ece0c,OBSERVED_PASSIVE,Moderate,ASSOCIATION_ONLY,,,,A/AAAA mapping; class=cdn_edge_cloudflare. Not actor-owned by default.
NRB-PO-0075,NodeRabbit,optimumhealthcredit.com,dns_a,2606:4700:3030::6815:4f0,2026-09-19T19:00:09Z,socket.getaddrinfo A/AAAA,system_resolver,optimumhealthcredit.com,evidence/passive-observations/dns/noderabbit/dns_resolve_optimumhealthcredit.com_2026-09-19T190009Z.json,b4e6cb4236a24a535d83962c8b153796f637c1a340db7d7af582ded82f0ece0c,OBSERVED_PASSIVE,High,INFRASTRUCTURE_OVERLAP,,,,A/AAAA mapping; class=unknown. Not actor-owned by default.
